id,title,release_date,artist_id,artist_name,Year,lyrics,html_lyrics
632449,The Way We Were,1973-09-27,65306,Barbra Streisand,1974,"Hmmmmm hmmmmm Hmm hmm hmmmmmm hmmm hmmm hmm hmm Hmm hmm hmmmm hmmmm hmmmmm hmm Hmm hmm hmm hmm hmmmmmm Hmm hmmMemoriesLight the corners of my mindMisty water-colored memoriesOf the way we were Scattered picturesOf the smiles we left behindSmiles we gave to one anotherFor the way we were Can it be thatIt was all so simple then?Or has time re-written every line? If we had the chance to do it all again Tell me, would we?Could we? Memories May be beautiful and yet What's too painful to rememberWe simply choose to forget So it's the laughterWe will rememberWhenever we rememberThe way we were The way we were Hmmmmm hmmmmm Hmm hmm hmmmmmm hmmm hmmm hmm hmm Hmmm hmmm hmmmmm hmmmmm hmmmmmmmmmmm","[Intro]<br/>Hmmmmm hmmmmm<br/>Hmm hmm hmmmmmm hmmm hmmm hmm hmm<br/>Hmm hmm hmmmm hmmmm hmmmmm hmm<br/>Hmm hmm hmm hmm hmmmmmm<br/><br/>[Verse 1]<br/>Hmm hmmMemoriesLight the corners of my mindMisty water-colored memoriesOf the way we were<br/><br/>[Verse 2]<br/>Scattered picturesOf the smiles we left behindSmiles we gave to one anotherFor the way we were<br/><br/>[Bridge]<br/>Can it be thatIt was all so simple then?Or has time re-written every line?<br/>If we had the chance to do it all again<br/>Tell me, would we?Could we?<br/> [Verse 3]<br/>Memories<br/>May be beautiful and yet<br/>What's too painful to rememberWe simply choose to forget<br/><br/>[Outro]<br/>So it's the laughterWe will rememberWhenever we rememberThe way we were<br/>The way we were<br/>Hmmmmm hmmmmm<br/>Hmm hmm hmmmmmm hmmm hmmm hmm hmm<br/>Hmmm hmmm hmmmmm hmmmmm hmmmmmmmmmmm"
622989,Love Will Keep Us Together,1975-05-23,285815,Captain & Tennille,1975,"LoveLove will keep us together Think of me, babe whenever Some sweet talking girl comes along Singing his song Don't mess around You just got to be strong Just stop Cause I really love you Stop, I'll be thinking of you Look in my heart And let love keep us together You You belong to me now Ain't gonna set you free now When those girls start hanging around Talking me down Hear with your heart And you won't hear a sound Just stop Cause I really love you Stop, I'll be thinking of you Look in my heart And let love keep us together Young and beautiful Someday your looks will be gone When the others turn you off Who'll be turnin' you on I will, I will, I will I will, be there to share forever Love will keep us together I said it before And I'll say it again While others pretend I need you now and I need you then Just stop Cause I really love you Stop, I'll be thinking of you Look in my heart And let love keep us together Whatever Whatever, I will, I will, I will, I will You better stop Cause I really love you Stop, I've been thinkin' of you Look in my heart And let love keep us together Whatever Whatever, I will, I will, I will Sedaka is back!","[Verse 1]<br/>LoveLove will keep us together<br/>Think of me, babe whenever<br/>Some sweet talking girl comes along<br/>Singing his song<br/>Don't mess around<br/>You just got to be strong<br/><br/>[Chorus]<br/>Just stop<br/>Cause I really love you<br/>Stop, I'll be thinking of you<br/>Look in my heart<br/>And let love keep us together<br/><br/>[Verse 2]<br/>You<br/>You belong to me now<br/>Ain't gonna set you free now<br/>When those girls start hanging around<br/>Talking me down<br/>Hear with your heart<br/>And you won't hear a sound<br/><br/>[Chorus]<br/>Just stop<br/>Cause I really love you<br/>Stop, I'll be thinking of you<br/>Look in my heart<br/>And let love keep us together<br/> [Bridge]<br/>Young and beautiful<br/>Someday your looks will be gone<br/>When the others turn you off<br/>Who'll be turnin' you on<br/>I will, I will, I will<br/>I will, be there to share forever<br/><br/>Love will keep us together<br/>I said it before<br/>And I'll say it again<br/>While others pretend<br/>I need you now and I need you then<br/><br/>[Chorus]<br/>Just stop<br/>Cause I really love you<br/>Stop, I'll be thinking of you<br/>Look in my heart<br/>And let love keep us together<br/>Whatever<br/>Whatever, I will, I will, I will, I will<br/><br/>You better stop<br/>Cause I really love you<br/>Stop, I've been thinkin' of you<br/>Look in my heart<br/>And let love keep us together<br/>Whatever<br/>Whatever, I will, I will, I will<br/> [Outro]<br/>Sedaka is back!"
387244,Silly Love Songs,1976-03-25,348424,Wings,1976,"You'd think that people would've had enough of silly love songsI look around me, and I see it isn't so Some people want to fill the world with silly love songs And what's wrong with that? I'd like to know, 'cause here I go again I love youI love youI love youI love you I can't explain, the feeling's plain to me (I love you) Now can't you see? Ah, she gave me more, she gave it all to me (I love you) Now can't you see? What's wrong with that? I need to know, 'cause here I go again I love you I love you Love doesn't come in a minuteSometimes it doesn't come at all I only know that when I'm in it It isn't silly, love isn't silly, love isn't silly at all, yeah, yeah How can I tell you about my loved one? How can I tell you about my loved one? How can I tell you about my loved one? (I love you) How can I tell you about my loved one? (I love you) I love you I love you I love you (I can't explain, the feeling's plain to me, say, can't you see?) I love you (Ah, he gave me more, he gave it all to me, say, can't you see?)I love you (I can't explain, the feeling's plain to meSay, can't you see?){How can I tell you about my loved one?}I love you (Ah, he gave me more, he gave it all to meSay, can't you see?)How can I tell you about my loved one?I love youI can't explain, the feeling's plain to me(Say, can't you see?)How can I tell you about my loved one?I love youAh, he gave me more, he gave it all to me(Say, can't you see?)How can I tell you about my loved one? You'd think that people would've had enough of silly love songsI look around me and I see it isn't so, oh, no Some people want to fill the world with silly love songsAnd what's wrong with that?","[Verse 1: Paul McCartney]<br/>You'd think that people would've had enough of silly love songsI look around me, and I see it isn't so<br/>Some people want to fill the world with silly love songs[Refrain: Paul McCartney]And what's wrong with that?<br/>I'd like to know, 'cause here I go again<br/><br/>[Chorus: Paul McCartney]<br/>I love youI love youI love youI love you<br/><br/>[Verse 2: Paul McCartney & Linda McCartney]<br/>I can't explain, the feeling's plain to me (I love you)<br/>Now can't you see?<br/>Ah, she gave me more, she gave it all to me (I love you)<br/>Now can't you see?<br/><br/>[Refrain: Paul ]<br/>What's wrong with that?<br/>I need to know, 'cause here I go again<br/><br/>[Chorus: Paul McCartney]<br/>I love you<br/>I love you<br/> [Bridge: Paul McCartney]<br/>Love doesn't come in a minuteSometimes it doesn't come at all<br/>I only know that when I'm in it<br/>It isn't silly, love isn't silly, love isn't silly at all, yeah, yeah<br/><br/>[Saxophone Riff]<br/><br/>[Chorus: Paul McCartney & Linda McCartney]<br/>How can I tell you about my loved one?<br/>How can I tell you about my loved one?<br/>How can I tell you about my loved one? (I love you)<br/>How can I tell you about my loved one? (I love you)<br/><br/>[Saxophone Riff]<br/><br/>[Chorus/Verse 3: Paul McCartney & Linda McCartney]<br/>I love you<br/>I love you<br/>I love you (I can't explain, the feeling's plain to me, say, can't you see?)<br/>I love you (Ah, he gave me more, he gave it all to me, say, can't you see?)I love you (I can't explain, the feeling's plain to meSay, can't you see?){How can I tell you about my loved one?}I love you (Ah, he gave me more, he gave it all to meSay, can't you see?)How can I tell you about my loved one?I love youI can't explain, the feeling's plain to me(Say, can't you see?)How can I tell you about my loved one?I love youAh, he gave me more, he gave it all to me(Say, can't you see?)How can I tell you about my loved one?<br/> [Saxophone Riff]<br/><br/>[Outro]<br/>You'd think that people would've had enough of silly love songsI look around me and I see it isn't so, oh, no<br/>Some people want to fill the world with silly love songsAnd what's wrong with that?"
994139,Tonight’s the Night (Gonna Be Alright),NA,97739,Rod Stewart,1977,"Stay away from my window Stay away from my back door too Disconnect the telephone line Relax baby and draw that blind Kick off your shoes and sit right down Loosen up that pretty French gown Let me pour you a good long drink Ooh, baby, don't you hesitate 'cause Tonight's the night It's gonna be alright 'Cause I love you girl Ain't nobody gonna stop us now C'mon, angel, my hearts on fire Don't deny your man's desire You'd be a fool to stop this tide Spread your wings and let me come inside 'cause Tonight's the night It's gonna be alright 'Cause I love you girl Ain't nobody gonna stop us now Don't say a word my virgin child Just let your inhibitions run wild The secret is about to unfold Upstairs before the night's too old Tonight's the night It's gonna be alright 'Cause I love you woman Ain't nobody gonna stop us now","[Verse 1]<br/>Stay away from my window<br/>Stay away from my back door too<br/>Disconnect the telephone line<br/>Relax baby and draw that blind<br/><br/>[Verse 2]<br/>Kick off your shoes and sit right down<br/>Loosen up that pretty French gown<br/>Let me pour you a good long drink<br/>Ooh, baby, don't you hesitate 'cause<br/><br/>[Chorus]<br/>Tonight's the night<br/>It's gonna be alright<br/>'Cause I love you girl<br/>Ain't nobody gonna stop us now<br/><br/>[Verse 3]<br/>C'mon, angel, my hearts on fire<br/>Don't deny your man's desire<br/>You'd be a fool to stop this tide<br/>Spread your wings and let me come inside 'cause<br/><br/>[Chorus]<br/>Tonight's the night<br/>It's gonna be alright<br/>'Cause I love you girl<br/>Ain't nobody gonna stop us now<br/> [Saxophone Solo]<br/><br/>[Verse 4]<br/>Don't say a word my virgin child<br/>Just let your inhibitions run wild<br/>The secret is about to unfold<br/>Upstairs before the night's too old<br/><br/>[Chorus]<br/>Tonight's the night<br/>It's gonna be alright<br/>'Cause I love you woman<br/>Ain't nobody gonna stop us now"
1005037,Shadow Dancing,NA,250210,Andy Gibb,1978,"You got me looking at that heaven in your eyes I was chasing your direction, I was telling you no lies And I was loving you When the words are said, baby, I lose my head And in a world of people, there's only you and I There ain't nothing come between us in the end How can I hold you when you ain't even mine? Only you can see me through I leave it up to you Do it light, taking me through the night Shadow dancing, baby you do it right, uh-huh Give me more, drag me across the floor Shadow dancing, all this and nothing more All that I need is just one moment in your arms I was chasing your affection, I was doing you no harm And I was loving you Make it shine, make it rain, baby I know my way I need that sweet sensation of living in your love I can't breathe when you're away, it pulls me down You are the question and the answer am I Only you can see me through I leave it up to you Do it light, taking me through the night Shadow dancing, baby you do it right Give me more, drag me across the floor Shadow dancing, all this and nothing more And in this world of people, there's only you and I There ain't nothing come between us in the end How can I hold you when you ain't even mine? Only you can see me through I leave it up to you, oh Do it light, taking me through the night Shadow dancing, baby you do it right Give me more, drag me across the floor Shadow dancing, all this and nothing more Do it light, taking me through the night Shadow dancing, baby you do it right Give me more, drag me across the floor Shadow dancing, all this and nothing more Do it light, taking me through the night Shadow dancing, baby you do it right Give me more, drag me across the floor Shadow dancing, all this and nothing more Do it light, taking me through the night Shadow dancing, baby you do it right Give me more, drag me across the floor Shadow dancing, all this and nothing more","[Verse 1]<br/>You got me looking at that heaven in your eyes<br/>I was chasing your direction, I was telling you no lies<br/>And I was loving you<br/>When the words are said, baby, I lose my head<br/><br/>[Pre-Chorus]<br/>And in a world of people, there's only you and I<br/>There ain't nothing come between us in the end<br/>How can I hold you when you ain't even mine?<br/>Only you can see me through<br/>I leave it up to you<br/><br/>[Chorus]<br/>Do it light, taking me through the night<br/>Shadow dancing, baby you do it right, uh-huh<br/>Give me more, drag me across the floor<br/>Shadow dancing, all this and nothing more<br/><br/>[Verse 2]<br/>All that I need is just one moment in your arms<br/>I was chasing your affection, I was doing you no harm<br/>And I was loving you<br/>Make it shine, make it rain, baby I know my way<br/><br/>[Pre-Chorus]<br/>I need that sweet sensation of living in your love<br/>I can't breathe when you're away, it pulls me down<br/>You are the question and the answer am I<br/>Only you can see me through<br/>I leave it up to you<br/> [Chorus]<br/>Do it light, taking me through the night<br/>Shadow dancing, baby you do it right<br/>Give me more, drag me across the floor<br/>Shadow dancing, all this and nothing more<br/><br/>[Bridge]<br/>And in this world of people, there's only you and I<br/>There ain't nothing come between us in the end<br/>How can I hold you when you ain't even mine?<br/>Only you can see me through<br/>I leave it up to you, oh<br/><br/>[Chorus]<br/>Do it light, taking me through the night<br/>Shadow dancing, baby you do it right<br/>Give me more, drag me across the floor<br/>Shadow dancing, all this and nothing more<br/>Do it light, taking me through the night<br/>Shadow dancing, baby you do it right<br/>Give me more, drag me across the floor<br/>Shadow dancing, all this and nothing more<br/>Do it light, taking me through the night<br/>Shadow dancing, baby you do it right<br/>Give me more, drag me across the floor<br/>Shadow dancing, all this and nothing more<br/>Do it light, taking me through the night<br/>Shadow dancing, baby you do it right<br/>Give me more, drag me across the floor<br/>Shadow dancing, all this and nothing more"
101304,My Sharona,NA,30910,The Knack,1979,"Ooh, my little pretty one, pretty one When you gonna give me some time, Sharona?Ooh, you make my motor run, my motor run Gun it coming off of the line, Sharona Never gonna stop, give it up, such a dirty mind I always get it up for the touch of the younger kind My, my, my, I, yi, woo! M-m-m-my Sharona Come a little closer, huh, ah, will ya, huh? Close enough to look in my eyes, Sharona Keeping it a mystery gets to me Running down the length of my thighs, Sharona Never gonna stop, give it up, such a dirty mind I always get it up for the touch of the younger kind My, my, my, I, yi, woo! M-m-m-my Sharona M-m-m-my Sharona When you gonna give to me, g-give to me? Is it just a matter of time, Sharona? Is it j-just destiny, d-destiny Or is it just a game in my mind, Sharona? Never gonna stop, give it up, such a dirty mind I always get it up for the touch of the younger kind My, my, my, I, yi, woo!M-m-m-my my my, I, yi, woo! M-m-m-my SharonaM-m-m-my SharonaM-m-m-my Sharona M-m-m-my Sharona Oooooh, my Sharona Oooooh, my Sharona Oooooh, my Sharona","[Intro]<br/><br/>[Verse 1]<br/>Ooh, my little pretty one, pretty one<br/>When you gonna give me some time, Sharona?Ooh, you make my motor run, my motor run<br/>Gun it coming off of the line, Sharona<br/><br/>[Chorus]<br/>Never gonna stop, give it up, such a dirty mind<br/>I always get it up for the touch of the younger kind<br/>My, my, my, I, yi, woo!<br/>M-m-m-my Sharona<br/><br/>[Verse 2]<br/>Come a little closer, huh, ah, will ya, huh?<br/>Close enough to look in my eyes, Sharona<br/>Keeping it a mystery gets to me<br/>Running down the length of my thighs, Sharona<br/><br/>[Chorus]<br/>Never gonna stop, give it up, such a dirty mind<br/>I always get it up for the touch of the younger kind<br/>My, my, my, I, yi, woo!<br/>M-m-m-my Sharona<br/>M-m-m-my Sharona<br/> [Bridge]<br/><br/>[Verse 3]<br/>When you gonna give to me, g-give to me?<br/>Is it just a matter of time, Sharona?<br/>Is it j-just destiny, d-destiny<br/>Or is it just a game in my mind, Sharona?<br/><br/>[Chorus]<br/>Never gonna stop, give it up, such a dirty mind<br/>I always get it up for the touch of the younger kind<br/>My, my, my, I, yi, woo!M-m-m-my my my, I, yi, woo!<br/>M-m-m-my SharonaM-m-m-my SharonaM-m-m-my Sharona<br/>M-m-m-my Sharona<br/><br/>[Outro - Instrumental Bridge]<br/><br/>Oooooh, my Sharona<br/>Oooooh, my Sharona<br/>Oooooh, my Sharona"
193085,Call Me,1980-02-01,8227,Blondie,1980,"​ Color me your color, babyColor me your car Color me your color, darlingI know who you are Come up off your color chart I know where you are coming from Call me (Call me) on the line Call me, call me any, anytimeCall me (Call me) I'll arriveYou can call me any day or nightCall me ​ Cover me with kisses, baby Cover me with love Roll me in designer sheetsI'll never get enough Emotions come, I don't know whyCover up love's alibi Call me (Call me) on the line Call me, call me any, anytimeCall me (Call me) I'll arriveWhen you're ready we can share the wineCall me ​​ Ooh, he speaks the languages of love Ooh, amore, chiamami, chiamami Ooh, appelle-moi, mon chéri, appelle-moi Anytime, anyplace, anywhere, any way Anytime, anyplace, anywhere, any day, any way Call me ​​ Take me out and show me off And put me on the scene Dress me in the fashions of the 1980s You're a man, no in-between You know what your words can mean Call me (Call me) on the line Call me, call me any day or night Call me (Call me) I'll arrive Call me, call me into overtime Call me Call me (Call me) my love Call me, call me any, anytime Call me (Call me) for a ride Call me, call me for some overtime Call me (Call me) my love Call me, call me in a sweet design Call me (Call me), call me for your lover's lover's alibi Call me (Call me) on the line Call me, call me any, anytime Call me, ah-ha, call me, ah-ha-ha Call me, ah-ha-ha, call me any day or night Call me, ooh-ooh-ah-ha-ha, ooh-ooh-ha-ha-haCall me, ah-ah-ooh Call me, my, my sleek designs Call me for a ride, call me inside Call me, all night, all day, ah-ha Call me Ooh-ooh-ooh-ooh-ah-ah-ah Call me (Call me) in my life Call me, call me any, any time Call me (Call me) I'll arrive Call me, call me for some overtime Call me (Call me) in my life Call me, call me and my sleek designs Call me (Call me), call me for your lover's lover's alibi Call me (Call me) in my life Call me, call me any, any time Call me (Call me) Ooh-ooh-ooh Call me, oh-oh Call me (Call me) in my life Call me, call me any, any time","[Instrumental Intro 00:00-00:29]​<br/><br/>[Verse 1]<br/>Color me your color, babyColor me your car<br/>Color me your color, darlingI know who you are<br/>Come up off your color chart<br/>I know where you are coming from<br/><br/>[Chorus]<br/>Call me (Call me) on the line<br/>Call me, call me any, anytimeCall me (Call me) I'll arriveYou can call me any day or nightCall me<br/><br/>[Verse 2]​<br/>Cover me with kisses, baby<br/>Cover me with love<br/>Roll me in designer sheetsI'll never get enough<br/>Emotions come, I don't know whyCover up love's alibi<br/><br/>[Chorus]<br/>Call me (Call me) on the line<br/>Call me, call me any, anytimeCall me (Call me) I'll arriveWhen you're ready we can share the wineCall me<br/> [Instrumental Break 01:52-02:25]<br/><br/>[​​Bridge]​​<br/>Ooh, he speaks the languages of love<br/>Ooh, amore, chiamami, chiamami<br/>Ooh, appelle-moi, mon chéri, appelle-moi<br/>Anytime, anyplace, anywhere, any way<br/>Anytime, anyplace, anywhere, any day, any way<br/><br/>[Instrumental Break 02:55-03:30]<br/>[Keyboard Solo]<br/><br/>[Refrain]<br/>Call me<br/><br/>[Instrumental ​​Break 03:31-04:04]​​<br/><br/>[Verse 3]<br/>Take me out and show me off<br/>And put me on the scene<br/>Dress me in the fashions of the 1980s<br/>You're a man, no in-between<br/>You know what your words can mean<br/><br/>[Chorus]<br/>Call me (Call me) on the line<br/>Call me, call me any day or night<br/>Call me (Call me) I'll arrive<br/>Call me, call me into overtime<br/>Call me<br/> [Instrumental ​​Break 04:38-04:52]<br/><br/>[Chorus]<br/>Call me (Call me) my love<br/>Call me, call me any, anytime<br/>Call me (Call me) for a ride<br/>Call me, call me for some overtime<br/>Call me (Call me) my love<br/>Call me, call me in a sweet design<br/>Call me (Call me), call me for your lover's lover's alibi<br/>Call me (Call me) on the line<br/>Call me, call me any, anytime<br/><br/>[Breakdown]<br/>Call me, ah-ha, call me, ah-ha-ha<br/>Call me, ah-ha-ha, call me any day or night<br/>Call me, ooh-ooh-ah-ha-ha, ooh-ooh-ha-ha-haCall me, ah-ah-ooh<br/>Call me, my, my sleek designs<br/>Call me for a ride, call me inside<br/>Call me, all night, all day, ah-ha<br/>Call me<br/>Ooh-ooh-ooh-ooh-ah-ah-ah<br/><br/>[Instrumental Break 06:20-7:17]<br/>[Guitar Solo]<br/> [Outro]<br/>Call me (Call me) in my life<br/>Call me, call me any, any time<br/>Call me (Call me) I'll arrive<br/>Call me, call me for some overtime<br/>Call me (Call me) in my life<br/>Call me, call me and my sleek designs<br/>Call me (Call me), call me for your lover's lover's alibi<br/>Call me (Call me) in my life<br/>Call me, call me any, any time<br/>Call me (Call me)<br/>Ooh-ooh-ooh<br/>Call me, oh-oh<br/>Call me (Call me) in my life<br/>Call me, call me any, any time"
622946,Bette Davis Eyes,NA,141663,Kim Carnes,1981,Her hair is Harlow gold Her lips sweet surprise Her hands are never cold She's got Bette Davis eyes She'll turn her music on you You won't have to think twice She's pure as New York snow She got Bette Davis eyes And she'll tease you She'll unease youAll the better just to please you She's precocious and she knows justWhat it takes to make a pro blush She got Greta Garbo stand off sighs She's got Bette Davis eyes She'll let you take her home It whets her appetite She'll lay you on her throne She got Bette Davis eyes She'll take a tumble on you Roll you like you were diceUntil you come up blue She's got Bette Davis eyes She'll expose you When she snows you Off your feet with the crumbs she throws you She's ferocious and she knows justWhat it takes to make a pro blush All the boys think she's a spy She's got Bette Davis eyes And she'll tease you She'll unease youAll the better just to please you She's precocious and she knows justWhat it takes to make a pro blush All the boys think she's a spy She's got Bette Davis eyes She'll tease you She'll unease youJust to please ya She's got Bette Davis eyes She'll expose you When she snows you She knows ya She's got Bette Davis eyes,[Verse 1]<br/>Her hair is Harlow gold<br/>Her lips sweet surprise<br/>Her hands are never cold<br/>She's got Bette Davis eyes<br/><br/>[Verse 2]<br/>She'll turn her music on you<br/>You won't have to think twice<br/>She's pure as New York snow<br/>She got Bette Davis eyes<br/><br/>[Chorus 1]<br/>And she'll tease you<br/>She'll unease youAll the better just to please you<br/>She's precocious and she knows justWhat it takes to make a pro blush<br/>She got Greta Garbo stand off sighs<br/>She's got Bette Davis eyes<br/><br/>[Verse 3]<br/>She'll let you take her home<br/>It whets her appetite<br/>She'll lay you on her throne<br/>She got Bette Davis eyes<br/> [Verse 4]<br/>She'll take a tumble on you<br/>Roll you like you were diceUntil you come up blue<br/>She's got Bette Davis eyes<br/><br/>[Chorus 2]<br/>She'll expose you<br/>When she snows you<br/>Off your feet with the crumbs she throws you<br/>She's ferocious and she knows justWhat it takes to make a pro blush<br/>All the boys think she's a spy<br/>She's got Bette Davis eyes<br/><br/>[Chorus 1]<br/>And she'll tease you<br/>She'll unease youAll the better just to please you<br/>She's precocious and she knows justWhat it takes to make a pro blush<br/>All the boys think she's a spy<br/>She's got Bette Davis eyes<br/><br/>[Outro]<br/>She'll tease you<br/>She'll unease youJust to please ya<br/>She's got Bette Davis eyes<br/>She'll expose you<br/>When she snows you<br/>She knows ya<br/>She's got Bette Davis eyes
607314,Physical,1981-09-28,281740,Olivia Newton-John,1982,"I'm sayin' all the things that I know you'll like Makin' good conversation I gotta handle you just right You know what I mean I took you to an intimate restaurant Then to a suggestive movie There's nothin' left to talk aboutUnless it's horizontally Let's get physical, physical I wanna get physical Let's get into physical Let me hear your body talk, your body talk Let me hear your body talk Let's get physical, physical I wanna get physical Let's get into physical Let me hear your body talk, your body talk Let me hear your body talk I've been patient, I've been good Tried to keep my hands on the table It's gettin' hard, this holdin' back You know what I mean I'm sure you'll understand my point of view We know each other mentally You gotta know that you're bringin' out The animal in me Let's get physical, physical I wanna get physical Let's get into physical Let me hear your body talk, your body talk Let me hear your body talk Let's get physical, physical I wanna get physical Let's get into physical Let me hear your body talk, your body talk Let me hear your body talk, ah Oh, let's get physical, physical I wanna get physical Let's get into physical Let me hear your body talk, your body talk Let me hear your body talk Let's get animal, animal I wanna get animal Let's get into animal Let me hear your body talk, your body talk Let me hear your body talk, ah-ah Let me hear your body talk (Your body talk) Let me hear your body talk","[Verse 1]<br/>I'm sayin' all the things that I know you'll like<br/>Makin' good conversation<br/>I gotta handle you just right<br/>You know what I mean<br/>I took you to an intimate restaurant<br/>Then to a suggestive movie<br/>There's nothin' left to talk aboutUnless it's horizontally<br/><br/>[Chorus]<br/>Let's get physical, physical<br/>I wanna get physical<br/>Let's get into physical<br/>Let me hear your body talk, your body talk<br/>Let me hear your body talk<br/>Let's get physical, physical<br/>I wanna get physical<br/>Let's get into physical<br/>Let me hear your body talk, your body talk<br/>Let me hear your body talk<br/><br/>[Verse 2]<br/>I've been patient, I've been good<br/>Tried to keep my hands on the table<br/>It's gettin' hard, this holdin' back<br/>You know what I mean<br/>I'm sure you'll understand my point of view<br/>We know each other mentally<br/>You gotta know that you're bringin' out<br/>The animal in me<br/> [Chorus]<br/>Let's get physical, physical<br/>I wanna get physical<br/>Let's get into physical<br/>Let me hear your body talk, your body talk<br/>Let me hear your body talk<br/>Let's get physical, physical<br/>I wanna get physical<br/>Let's get into physical<br/>Let me hear your body talk, your body talk<br/>Let me hear your body talk, ah<br/><br/>[Guitar Solo]<br/><br/>[Chorus]<br/>Oh, let's get physical, physical<br/>I wanna get physical<br/>Let's get into physical<br/>Let me hear your body talk, your body talk<br/>Let me hear your body talk<br/>Let's get animal, animal<br/>I wanna get animal<br/>Let's get into animal<br/>Let me hear your body talk, your body talk<br/>Let me hear your body talk, ah-ah<br/> [Outro]<br/>Let me hear your body talk (Your body talk)<br/>Let me hear your body talk"
129806,Every Breath You Take,1983-05-20,16735,The Police,1983,"Every breath you takeAnd every move you makeEvery bond you breakEvery step you takeI'll be watching you Every single dayAnd every word you sayEvery game you playEvery night you stayI'll be watching you Oh, can't you seeYou belong to me?How my poor heart achesWith every step you take Every move you make And every vow you break Every smile you fake Every claim you stake I'll be watching you Since you've gone, I've been lost without a traceI dream at night, I can only see your face I look around, but it's you I can't replace I feel so cold, and I long for your embrace I keep crying, baby, baby, please Mmm, mmm, mmm, mmmMmm, mmm, mmm Oh, can't you see You belong to me? How my poor heart aches With every step you take Every move you make And every vow you break Every smile you fake Every claim you stake I'll be watching you Every move you makeEvery step you takeI'll be watching you 250 I'll be watching you (Every breath you take) (Every move you make) (Every bond you break) (Every step you take) I'll be watching you (Every single day) (Every word you say) (Every game you play) (Every night you stay) I'll be watching you (Every move you make) (Every vow you break) (Every smile you fake) (Every claim you stake) I'll be watching you (Every single day) (Every word you say) (Every game you play) (Every night you stay) I'll be watching you (Every breath you take) (Every move you make) (Every bond you break) (Every step you take) I'll be watching you (Every single day) (Every word you say) (Every game you play) (Every night you stay) I'll be watching you (Every move you make) (Every vow you break) (Every smile you fake) (Every claim you stake) I'll be watching you (Every single day) (Every word you say) (Every game you play) (Every night you stay) I'll be watching you (Every breath you take) (Every move you make) (Every bond you break) (Every step you take) I'll be watching…","[Verse 1]<br/>Every breath you takeAnd every move you makeEvery bond you breakEvery step you takeI'll be watching you<br/><br/>[Verse 2]<br/>Every single dayAnd every word you sayEvery game you playEvery night you stayI'll be watching you<br/><br/>[Chorus]<br/>Oh, can't you seeYou belong to me?How my poor heart achesWith every step you take<br/><br/>[Verse 3]<br/>Every move you make<br/>And every vow you break<br/>Every smile you fake<br/>Every claim you stake<br/>I'll be watching you<br/> [Bridge]<br/>Since you've gone, I've been lost without a traceI dream at night, I can only see your face<br/>I look around, but it's you I can't replace<br/>I feel so cold, and I long for your embrace<br/>I keep crying, baby, baby, please<br/><br/>[Middle-Eight]<br/>Mmm, mmm, mmm, mmmMmm, mmm, mmm<br/><br/>[Chorus]<br/>Oh, can't you see<br/>You belong to me?<br/>How my poor heart aches<br/>With every step you take<br/><br/>[Verse 4]<br/>Every move you make<br/>And every vow you break<br/>Every smile you fake<br/>Every claim you stake<br/>I'll be watching you<br/><br/>[Refrain]<br/>Every move you makeEvery step you takeI'll be watching you<br/>250<br/>[Outro]<br/>I'll be watching you<br/>(Every breath you take)<br/>(Every move you make)<br/>(Every bond you break)<br/>(Every step you take)<br/>I'll be watching you<br/>(Every single day)<br/>(Every word you say)<br/>(Every game you play)<br/>(Every night you stay)<br/>I'll be watching you<br/>(Every move you make)<br/>(Every vow you break)<br/>(Every smile you fake)<br/>(Every claim you stake)<br/>I'll be watching you<br/>(Every single day)<br/>(Every word you say)<br/>(Every game you play)<br/>(Every night you stay)<br/>I'll be watching you<br/>(Every breath you take)<br/>(Every move you make)<br/>(Every bond you break)<br/>(Every step you take)<br/>I'll be watching you<br/>(Every single day)<br/>(Every word you say)<br/>(Every game you play)<br/>(Every night you stay)<br/>I'll be watching you<br/>(Every move you make)<br/>(Every vow you break)<br/>(Every smile you fake)<br/>(Every claim you stake)<br/>I'll be watching you<br/>(Every single day)<br/>(Every word you say)<br/>(Every game you play)<br/>(Every night you stay)<br/>I'll be watching you<br/>(Every breath you take)<br/>(Every move you make)<br/>(Every bond you break)<br/>(Every step you take)<br/>I'll be watching…"
